podstatné jmeno;typ;left;kwic;right;kwic pos;kwic pos2;kwic length
plán;V-N;„ Když se budeme ;chovat jako řádní hospodáři , budeme si moci dovolit plán ;realizovat a zároveň splníme slib , že nebudeme zadlužovat město více , než jak jsme jej převzali , “ zdůraznil . ;V-J-A-N-Z-V-P-V-V-N;V-J,-AA-NN-Z:-VB-P7-Vf-Vf-N;10
plán;V-N;Děti by tady mohly na malém prostoru bádat a poznávat mokřadní rostliny , ;"chovat domácí zvířata a podobně , "" nastínil plány ";ekologů Miroslav Dvorský . ;V-A-N-J-D-Z-Z-V-N;V-AA-NN-J^-Dg-Z:-Z:-Vp-N;9
plán;V-N;Teď jde o to přesvědčit finanční trhy , že Česko se ;chová seriózně , že ten plán ;dodržuje a bude dodržovat . ;V-D-Z-J-P-N;V-Dg-Z:-J,-PD-N;6
plán;V-N;Kdybychom žili v modelu přímé volby , tak bych se ;choval výrazně odlišným způsobem a prezidentské ambice , plány ;, záměry bych dával najevo úplně jiným způsobem , než to dělám teď . ;V-D-A-N-J-A-N-Z-N;V-Dg-AA-NN-J^-AA-NN-Z:-N;9
plán;V-N;Můžete se ;chovat jako soukromník , nebo musíte své podnikatelské plány ;potlačovat , když jste ředitelem v neziskovém sektoru ? ;V-J-N-Z-J-V-P-A-N;V-J,-NN-Z:-J^-VB-P8-AA-N;9
plán;V-N;K tomu patří seznámení učitele s charakterem postižení , jak se k dítěti ;"chovat a co s ním dělat , "" poukázala Trávníková s tím , že každé dítě má svůj individuální plán ";, sestavený pedagogem ve spolupráci s rodiči . ;V-J-P-R-P-V-Z-Z-V-A-R-P-Z-J-P-N-V-P-A-N;V-J^-PQ-RR-P5-Vf-Z:-Z:-Vp-AA-RR-PD-Z:-J,-PL-NN-VB-P8-AA-N;20
plán;V-N;Podle spisu se ;chovali jako organizovaná skupina , měli plány ;domu i samotné loupeže . ;V-J-A-N-Z-V-N;V-J,-AA-NN-Z:-Vp-N;7
plán;V-N;„ Z vlády neodcházíme , protože se nechceme ;chovat jako magoři , “ řekla Peake , která zároveň připustila , že ani véčka nemají jasný plán ;, co by po rozpadu koalice dělala . ;V-J-N-Z-Z-V-N-Z-P-D-V-Z-J-J-N-V-A-N;V-J,-NN-Z:-Z:-Vp-NN-Z:-P4-Db-Vp-Z:-J,-J^-NN-VB-AA-N;18
plán;V-N;V Evropě se za posledních 12 měsíců narodila jen dvě mláďata , ;chová je pouze 25 institucí v počtu 51 jedinců ( 29 samců a 22 samic ) , “ přiblížila plány ;vedoucí zoologického úseku zahrady Petra Padalíková . ;V-P-D-C-N-R-N-C-N-Z-C-N-J-C-N-Z-Z-Z-V-N;V-PP-Db-C=-NN-RR-NN-C=-NN-Z:-C=-NN-J^-C=-NN-Z:-Z:-Z:-Vp-N;20
plán;V-N;Nevzdávejte to a popište mu , jak se syn ;chová , když mu otec změní plány ;. ;V-Z-J-P-N-V-N;V-Z:-J,-PH-NN-VB-N;7
plán;V-N;Inspektoři potom zkoumají téměř všechno : od toho , jak se lékaři a sestry ;chovají k pacientům , až po evakuační plány ;nemocnice . ;V-R-N-Z-T-R-A-N;V-RR-NN-Z:-TT-RR-AA-N;8
plán;V-N;Po dlouhé době budeme mít na území Přerovska další přírodní památku a je jen na nás , lidech , jak se budeme k přírodě ;chovat a jaký plán ;péče o tuto výjimečnou lokalitu úředníci vypracují . ;V-J-P-N;V-J^-P4-N;4
plán;V-N;„ Naším cílem je ;chovat pár rosomáků , a když půjde vše dobře , třeba tu odchovat i mláďata , “ nastínil Brtnický plány ;do budoucna . ;V-D-N-Z-J-J-V-P-D-Z-T-D-V-J-N-Z-Z-V-A-N;V-Db-NN-Z:-J^-J,-VB-PL-Dg-Z:-TT-Db-Vf-J^-NN-Z:-Z:-Vp-AA-N;20
plán;V-N;""" Postupně bychom chtěli zatraktivnit celý areál Kosárny , zahradu , sad , stodolu i chlév , kde by se dala ";"chovat různá zvířata , "" prozradila některé plány ";vedoucí útvaru památkové péče bruntálského muzea Ľubica Mezerová . ;V-A-N-Z-Z-V-P-N;V-AA-NN-Z:-Z:-Vp-PZ-N;8
plán;V-N;""" ";"Chovají se jako hlemýždi - nejdříve vystrčí růžky a pak se stáhnou do své ulity , "" stěžoval si na tento přístup polský exprezident Lecha Walesa , podle nějž unie ani nemá záměr vytvořit si nějaký plán ";pro rozšíření . ;V-P-J-N-Z-D-V-N-J-D-P-V-R-P-N-Z-Z-V-P-R-P-N-A-N-N-N-Z-R-P-N-J-V-N-V-P-P-N;V-P7-J,-NN-Z:-Dg-VB-NN-J^-Db-P7-VB-RR-P8-NN-Z:-Z:-Vp-P7-RR-PD-NN-AA-NN-NN-NN-Z:-RR-P9-NN-J^-VB-NN-Vf-P7-PZ-N;37
plán;V-N;Chce ;chovat koně , takové plány ;mají myslím všechny holčičky v tomhle věku . ;V-N-Z-P-N;V-NN-Z:-PD-N;5
plán;V-N;Zpravidla stíhači startují k letounům , které se ve vzduchu ;chovají nestandardně – letí mimo stanovený či podaný letový plán ;. ;V-D-Z-V-R-A-J-A-A-N;V-Dg-Z:-VB-RR-AA-J^-AA-AA-N;10
plán;V-N;Jak se má podnik v případě havárie ;chovat ke svým zaměstnancům , totiž určuje pouze jeho vnitřní havarijní plán ;. ;V-R-P-N-Z-T-V-D-P-A-A-N;V-RV-P8-NN-Z:-TT-VB-Db-PS-AA-AA-N;12
plán;V-N;Hráči se k sobě ;"chovali kavalírsky , ani náhodným či nepozorným divákům příliš nevadilo , že občas dostali pěknou ránu míčem . "" I vedení Olympie se turnaj líbil , a tak se zde bude pořádat halové mistrovství každý rok , jednou muži a napřesrok zase ženy , "" spřádá v hlavě plány ";do budoucna Petr Šafář . ;V-D-Z-J-A-J-A-N-D-V-Z-J-D-V-A-N-N-Z-Z-J-N-N-P-N-V-Z-J-J-P-D-V-V-A-N-P-N-Z-D-N-J-D-D-N-Z-Z-V-R-N-N;V-Dg-Z:-J^-AA-J^-AA-NN-Db-Vp-Z:-J,-Db-Vp-AA-NN-NN-Z:-Z:-J^-NN-NN-P7-NN-Vp-Z:-J^-J^-P7-Db-VB-Vf-AA-NN-PL-NN-Z:-Db-NN-J^-Db-Db-NN-Z:-Z:-VB-RR-NN-N;49
plán;V-N;;Chovejte se zodpovědně a před odchodem vždy někomu sdělte plán ;své cesty . ;V-P-D-J-R-N-D-P-V-N;V-P7-Dg-J^-RR-NN-Db-PZ-Vi-N;10
plán;V-N;Ohrada , ve které Michal Prášek ;chová na Valašsku dvousetkilového lva , porušuje územní plán ;. ;V-R-N-A-N-Z-V-A-N;V-RR-NN-AA-NN-Z:-VB-AA-N;9
plán;V-N;„ Pokud se naši nástupci rozhodnou peníze zaplatit , tak ne že pomáhají krajům v problémech , ale okrádají ty kraje , které se ;chovaly slušně , “ vzkázal Miroslav Kalousek nastupující vládě a vyzval ji , aby původní plány ;neměnila . ;V-D-Z-Z-V-N-N-A-N-J-V-P-Z-J-A-N;V-Dg-Z:-Z:-Vp-NN-NN-AG-NN-J^-Vp-PP-Z:-J,-AA-N;16
plán;V-N;Navíc v něm může být schovaná i otázka , jestli jsme se v určitých dějinných etapách v Čechách ;chovali statečně , či zbaběle , “ nastiňuje dramaturgické plány ;Pavel Khek , který do Klicperova divadla , ovlivněného slavnými érami uměleckých šéfů Vladimíra Morávka a Davida Drábka , nastoupil loni . ;V-D-Z-J-D-Z-Z-V-A-N;V-Dg-Z:-J^-Dg-Z:-Z:-VB-AA-N;10
plán;V-N;Podobně se ;chovají zelení aktivisté , kteří blokují modernizaci vlakového nádraží , dálnici D43 a D52 nebo nový územní plán ;. ;V-A-N-Z-P-V-N-A-N-Z-N-B-J-B-J-A-A-N;V-AA-NN-Z:-P4-VB-NN-AA-NN-Z:-NN-BN-J^-BN-J^-AA-AA-N;18
plán;V-N;Inspektoři potom zkoumají téměř všechno : od toho , jak se lékaři a sestry ;chovají k pacientům , až po evakuační plány ;nemocnice . ;V-R-N-Z-T-R-A-N;V-RR-NN-Z:-TT-RR-AA-N;8
plán;V-N;Neodpovědně se ;chová EU , která plánuje další přerozdělovací plán ;a znovu zve migranty do Evropy . ;V-B-Z-P-V-A-A-N;V-BN-Z:-P4-VB-AA-AA-N;8
plán;V-N;Pan premiér se opravdu ;chová jako prvňáček , když stojí před poslanci a říká : Tady mám investiční plán ;, ale neukážu vám ho , protože to je moje know-how . ;V-J-N-Z-J-V-R-N-J-V-Z-D-V-A-N;V-J,-NN-Z:-J,-VB-RR-NN-J^-VB-Z:-Db-VB-AA-N;15
plán;V-N;Byl mužem činu , pomáhal chudým , bránil se zavrženíhodným choutkám , ;choval se uctivě k ženám a spřádal dalekosáhlé plány ;, jak zachrání maminku a postará se o ni . ;V-P-D-R-N-J-V-A-N;V-P7-Dg-RR-NN-J^-Vp-AA-N;9
plán;V-N;„ Letos navážeme konkrétně tím , že další místa v okrese vybavíme bezpečnostními tabulemi , s údaji o kilometrech , ale především všechny , kdo tudy proplouvají upozorní také na možná rizika a jak se mají v daných méně bezpečných úsecích ;chovat a pohybovat , aby nedošlo k nehodě , “ uvedl konkrétní letošní plány ;zakladatel projektu Slezské Benátky i spolku Posejdon Josef Tobola . ;V-J-V-Z-J-V-R-N-Z-Z-V-A-A-N;V-J^-Vf-Z:-J,-Vp-RR-NN-Z:-Z:-Vp-AA-AA-N;14
plán;V-N;Karadži ? se ;chová jako opilý hráč pokeru , prohlásil zanedlouho i oficiální Bělehrad , když se prezident bosenských Srbů zdráhal přijmout mírový plán ;mezinárodních vyjednavačů Cyruse Vance a Davida Owena . ;V-J-A-N-N-Z-V-D-J-A-N-Z-J-P-N-A-N-V-V-A-N;V-J,-AA-NN-NN-Z:-Vp-Db-J^-AA-NN-Z:-J,-P7-NN-AA-NN-Vp-Vf-AA-N;21
plán;V-N;Vláda se v roce 2015 ;chovala takřka vzorně , plnila koaliční plán ;, předkládala zákony , neobtěžovala veřejnost aférami či hádkami , dva ministerské odchody vyřešila rychle a bezbolestně . ;V-D-D-Z-V-A-N;V-Db-Dg-Z:-Vp-AA-N;7
plán;V-N;Jde spíš o dědictví po předchozím majiteli , který krokodýly ;choval , “ naznačil plány ;nového majitele Hanzelka . ;V-Z-Z-V-N;V-Z:-Z:-Vp-N;5
plán;V-N;Tajné dokumenty ukázaly , jak se ;choval v byznysu a jaké plány ;má v politice . ;V-R-N-J-P-N;V-RR-NN-J^-P4-N;6
pocit;N-V;Jsem ráda , že už se díky mně nebojí života „ tam venku “ , nemá ;pocit , že působí trapně a neumí se mimo zdi domova chovat ;. ;N-Z-J-V-D-J-V-P-R-N-N-V;N-Z:-J,-VB-Dg-J^-VB-P7-RR-NN-NN-V;12
pocit;N-V;Po přečtení některých názorů a článků k dané situaci mám ;pocit , že se chováme ;spíše jako hyeny než lidé . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;V tu chvíli měla ;pocit , že se už nemusí přetvařovat , a začala se zase chovat ;normálně . ;N-Z-J-P-D-V-V-Z-J-V-P-D-V;N-Z:-J,-P7-Db-VB-Vf-Z:-J^-Vp-P7-Db-V;13
pocit;N-V;""" Mnozí páni kolegové ve své mužské ješitnosti dokonce dávají na odiv , že tu a tam uloví sestřičku , "" říká pražská interní lékařka Lenka Elznicová , která má ";pocit , že nejvýbojněji se chovají ;"chirurgové : "" Při operačních výkonech musí pracovat se stoprocentním úsilím , a tak i své odreagování prožívají na sto procent . "" ";N-Z-J-D-P-V;N-Z:-J,-Dg-P7-V;6
pocit;N-V;Stále jsem měla ;pocit , že se k nám chová ;zbytečně chladně . ;N-Z-J-P-R-P-V;N-Z:-J,-P7-RR-PP-V;7
pocit;N-V;Měl sem s tou holkou ;pocit , že jí můžu věřit , ačkoliv to byla taková zřejmě stoprocentní nacistka , že i dyž všem těm blbostem věří , vůči mně se podle nich chovat ;nebude . ;N-Z-J-P-V-V-Z-J-P-V-P-T-A-N-Z-J-J-J-P-P-N-V-Z-R-P-P-R-P-V;N-Z:-J,-PP-VB-Vf-Z:-J,-PD-Vp-PD-TT-AA-NN-Z:-J,-J^-J,-PL-PD-NN-VB-Z:-RR-PP-P7-RR-P5-V;29
pocit;N-V;Měla jsem ;pocit , že se k Helence chová ;jako ke svojí zaměstnankyni , které „ jen “ svěřuje syna , zatímco musí být v práci . ;N-Z-J-P-R-N-V;N-Z:-J,-P7-RR-NN-V;7
pocit;N-V;Helena měla ;"pocit , že udělala dobře , když se tak držela po těch šest měsíců , co dovolila , aby všechno pokračovalo ; domnívala se , že teď , když už je po všem , se budou všichni chovat ";patřičně . ;N-Z-J-V-D-Z-J-P-D-V-R-P-C-N-Z-J-V-Z-J-P-V-Z-V-P-Z-J-D-Z-J-D-V-R-P-Z-P-V-P-V;N-Z:-J,-Vp-Dg-Z:-J,-P7-Db-Vp-RR-PD-Cn-NN-Z:-J,-Vp-Z:-J,-PL-Vp-Z:-Vp-P7-Z:-J,-Db-Z:-J,-Db-VB-RR-PL-Z:-P7-VB-PL-V;38
pocit;N-V;Největší rozdíly jsou viditelné ve vnímání vrcholového vedení - v tom , jak přistupuje k lidem a jak řídí firmu . 71 % zaměstnanců pracujících u těch nejlepších má ;pocit , že se k nim vrcholové vedení chová ;jako k tomu nejcennějšímu , co firma má ( vs . 31 % u ostatních ) . ;N-Z-J-P-R-P-A-N-V;N-Z:-J,-P7-RR-P5-AA-NN-V;9
pocit;N-V;Mnoho lidí má ;pocit , že jsme se dříve k sobě chovali ;lépe . ;N-Z-J-V-P-D-R-P-V;N-Z:-J,-VB-P7-Dg-RR-P6-V;9
pocit;N-V;„ Mám takový ;pocit , že nás tu Němci neradi vidí , ale musím uznat , že se vždy chovají ;velmi uctivě a korektně . ;N-Z-J-P-D-N-A-V-Z-J-V-V-Z-J-P-D-V;N-Z:-J,-PP-Db-NN-AC-VB-Z:-J^-VB-Vf-Z:-J,-P7-Db-V;17
pocit;N-V;Tím , že se zájmy staví na peníze a nakolik majetek spočívá v penězích , musí jednotlivec získat tendenci a ;pocit samostatnějšího významu vůči sociálnímu celku , chová ;se k němu jako moc k moci , protože má svobodu , aby své obchodní vztahy a kooperace hledal všude , kde chce . ;N-A-N-R-A-N-Z-V;N-AA-NN-RR-AA-NN-Z:-V;8
pocit;N-V;Byla bych měla stejný ;pocit a byla bych se taky ke staré dámě chovala ;vlídně a povýšeně ! ;N-J-V-V-P-D-R-A-N-V;N-J^-Vp-Vc-P7-Db-RV-AA-NN-V;10
pocit;N-V;Mrzáci nás vždycky odpuzují , ale jedna z vymožeností civilizace je , že tenhle ;pocit překonáváme , nebo se alespoň chováme ;, jako bychom ho překonali . ;N-V-Z-J-P-D-V;N-VB-Z:-J^-P7-Db-V;7
pocit;N-V;Nejsem právník a dávám spíše na ;pocit , ale něco mi říká , že dle citovaného paragrafu se vedení obce Chleby prostě nechovalo ;. ;N-Z-J-P-P-V-Z-J-R-A-N-P-N-N-N-T-V;N-Z:-J^-PZ-PH-VB-Z:-J,-RR-AA-NN-P7-NN-NN-NN-TT-V;17
pocit;N-V;Kdysi uvažoval , jaký asi měli ;pocit někdejší pyšní Nixonovi pochopové , když byli smeteni ze svých vysokých míst a stáli před soudem , když jim brali otisky prstů , když je vysvlékli z jejich důstojnosti a soudili soudci , ke kterým by se byli ještě před krátkou dobou chovali ;pohrdavě . ;N-A-A-A-N-Z-J-V-V-R-P-N-N-J-V-R-N-Z-J-P-V-N-N-Z-J-P-V-R-P-N-J-V-N-Z-R-P-V-P-V-D-R-A-N-V;N-AA-AA-AU-NN-Z:-J,-Vp-Vs-RV-P8-NN-NN-J^-Vp-RR-NN-Z:-J,-PP-Vp-NN-NN-Z:-J,-PP-Vp-RR-PS-NN-J^-Vp-NN-Z:-RV-P4-Vc-P7-Vp-Db-RR-AA-NN-V;44
pocit;N-V;Mám takový ;pocit , že v době , kdy jsem klouzal dolů jako po skle , nechoval ;jsem se nijak zvlášť důstojně . ;N-Z-J-R-N-Z-D-V-V-D-J-R-N-Z-V;N-Z:-J,-RR-NN-Z:-Db-VB-Vp-Db-J,-RR-NN-Z:-V;15
pocit;N-V;U Cuna ale měla ;pocit , že se mu líbí , když se chová ;úplně přirozeně , a právě to byla jedna z věcí , kterou na něm obdivovala . ;N-Z-J-P-P-V-Z-J-P-V;N-Z:-J,-P7-PH-VB-Z:-J,-P7-V;10
pocit;N-V;„ Mám ;pocit , že všechny tři soudní spory ukázaly , že se radnice chová ;způsobem , po nás potopa ‘ , aniž by někdo nesl zodpovědnost , “ dodal Kout . ;N-Z-J-P-C-A-N-V-Z-J-P-N-V;N-Z:-J,-PL-Cl-AA-NN-Vp-Z:-J,-P7-NN-V;13
pocit;N-V;Mám ;pocit , že ODS se chová ;pořád stejně , prosazuje svůj program a paradoxně je nyní členem vlády , která je v zásadě úspěšná . ;N-Z-J-B-P-V;N-Z:-J,-BN-P7-V;6
pocit;N-V;Mám totiž ;pocit , že mnozí řidiči by se chovali ;"úplně jinak , kdyby měli možnost si třeba ráno dýchnout a přesvědčit se , že v sobě nemají zbytkový alkohol , "" dodal Milan Čermák . ";N-Z-J-A-N-V-P-V;N-Z:-J,-AA-NN-Vc-P7-V;8
pocit;N-V;Najednou jsem měla ;pocit , že se mohu nadechnout , že se konečně chovám ;jako já , a ne jen jako část nějakého podivného svazku . ;N-Z-J-P-V-V-Z-J-P-D-V;N-Z:-J,-P7-VB-Vf-Z:-J,-P7-Dg-V;11
pocit;N-V;„ Mám ;pocit , že dříve byli Češi větší patrioti , teď se chovají ;pragmatičtěji . ;N-Z-J-D-V-N-A-N-Z-D-P-V;N-Z:-J,-Dg-Vp-NN-AA-NN-Z:-Db-P7-V;12
pocit;N-V;A protože měl ;pocit , že mu byla odepřena úcta , sám ji na oplátku odpíral svému okolí - k němuž se choval ;zcela cynicky . ;N-Z-J-P-V-V-N-Z-P-P-R-N-V-P-N-Z-R-P-P-V;N-Z:-J,-PH-Vp-Vs-NN-Z:-PL-PP-RR-NN-Vp-P8-NN-Z:-RR-P9-P7-V;20
pocit;N-V;""" No jestli máš ";pocit , že se chováš ;"vážně ... "" ";N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;„ Máš ;pocit , že se takhle chová ;profík ? “ krotil ho liverpoolský trenér Brendan Rodgers a stranou si ho vzala i klubová ikona , kapitán Steve Gerrard . ;N-Z-J-P-D-V;N-Z:-J,-P7-Db-V;6
pocit;N-V;Mám ;pocit , že se chová ;davově a stádně . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;Měl jste někdy ;pocit , že se chováte ;arogantně nebo nevhodně ? ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;Asi by to nebyl schopen takto vyjádřit , ale zažíval ;pocit ztráty důstojnosti , který člověka postihne , vždycky když se chová ;jako mravenec . ;N-N-N-Z-P-N-V-Z-D-J-P-V;N-NN-NN-Z:-P4-NN-VB-Z:-Db-J,-P7-V;12
pocit;N-V;Někdy mám ale ;pocit , že se chovají ;tak , že vědí , o co jde , ale na hřišti to pak není vůbec poznat . “ ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;My Češi samozřejmě porcujeme ryby a uklízíme macdonaldy na západ od hranic , v Čechách se však cítíme být povzneseni nad lidmi přicházejícími z východu - ti se právem cítí být občany druhé kategorie a možná i pro tyto ;pocity se pak někteří chovají ;tak , jak se chovají . ;N-P-D-P-V;N-P7-Db-PZ-V;5
pocit;N-V;Zkrátka a dobře , očima moderní vědy to vypadá , že za ;pocit známosti něčeho , co neznáme , mohou hlavně změny struktury a funkce v paměťových mozkových okruzích , které se zřejmě chovají ;zmateně , pokud v nich probíhají epileptické výboje nebo jsou - li nadměrně stimulovány dopaminem . ;N-N-P-Z-P-V-Z-V-D-N-N-J-N-R-A-A-N-Z-P-P-T-V;N-NN-PZ-Z:-PQ-VB-Z:-VB-Dg-NN-NN-J^-NN-RR-AA-AA-NN-Z:-P4-P7-TT-V;22
pocit;N-V;Reuben měl ;pocit , že má zdřevěnělý jazyk , a moc si přál , aby se dokázal chovat ;tak přirozeně a nenuceně jako Trevor . ;N-Z-J-V-A-N-Z-J-D-P-V-Z-J-P-V-V;N-Z:-J,-VB-AA-NN-Z:-J^-Db-P7-Vp-Z:-J,-P7-Vp-V;16
pocit;N-V;Účastní se také skupinových terapií , které mu mají pomoci snížit ;pocit hanby kvůli tomu , jak se choval ;k manželce . ;N-N-R-P-Z-D-P-V;N-NN-RR-PD-Z:-Db-P7-V;8
pocit;N-V;I Catherine měla tenhle ;pocit a chovala ;se často žoviálně . ;N-J-V;N-J^-V;3
pocit;N-V;Teď držel malého Ottu a zažíval ;pocity , které člověk zažívá , když v náruči chová ;vlastní dítě . ;N-Z-P-N-V-Z-J-R-N-V;N-Z:-P4-NN-VB-Z:-J,-RR-NN-V;10
pocit;N-V;Získala jsem ;pocit , že se můžu chovat ;stejně bláznivě jako ty , že mohu dělat cokoli . ;N-Z-J-P-V-V;N-Z:-J,-P7-VB-V;6
pocit;N-V;Jako právě manžele Křížovy , kteří mají ;pocit , že se k nim společnost chová ;nespravedlivě . ;N-Z-J-P-R-P-N-V;N-Z:-J,-P7-RR-P5-NN-V;8
pocit;N-V;Myslete ekologicky Máte dobrý ;pocit , že se chováte ;ekologicky a šetrně , když nenošené šatstvo nevyhodíte do popelnice , ale do sběrného kontejneru ? ;N-Z-J-P-V;N-Z:-J,-P7-V;5
pocit;N-V;"Podle PhDr . Švarcové je především nutné nezaměňovat úspěch se štěstím ; mít ";"pocit kontroly nad svým životem ; chovat ";se šťastně – usmívat se , dávat najevo optimismus , být vstřícný . ;N-N-R-P-N-Z-V;N-NN-RR-P8-NN-Z:-V;7
pocit;N-V;Chcete - li v sobě umocnit ;pocit člověka , jenž se chová ;šetrně k přírodě , můžete odvézt toto staré harampádí do sběrného dvora . ;N-N-Z-P-P-V;N-NN-Z:-PJ-P7-V;6
pocit;N-V;Během prvních nocí , kdy mu hukot větru v korunách nebo burácení letní bouřky nedovolily spát , měl ;pocit , že ho pozorují oči : oči Trolla , kterého choval ;na klíně , oči doktora Fluriho ve Waldruhe , oči konstruktéra v coupé , feťákovy oči na parkovišti , oči Joea Gassera v kuchyni jeho statku . ;N-Z-J-P-V-N-Z-N-N-Z-P-V;N-Z:-J,-PH-VB-NN-Z:-NN-NN-Z:-P4-V;12
pocit;N-V;Taky jsem měla ;pocit , že mě podrobně „ rentgenuje “ , co to je za ženskou , jak se bude chovat ;k mým dětem ? ;N-Z-J-P-D-Z-V-Z-Z-P-P-V-R-N-Z-D-P-V-V;N-Z:-J,-PH-Dg-Z:-VB-Z:-Z:-PQ-PD-VB-RR-NN-Z:-Db-P7-VB-V;19
pocit;N-V;Tvářička se jí při úsměvu rozzářila a Corridon měl ;pocit , že se jí zalíbil a vítá ho jako kamaráda a doufá , že i on se bude chovat ;přátelsky . ;N-Z-J-P-P-V-J-V-P-J-N-J-V-Z-J-J-P-P-V-V;N-Z:-J,-P7-PP-Vp-J^-VB-PH-J,-NN-J^-VB-Z:-J,-J^-PP-P7-VB-V;20
pocit;N-V;Nicméně měl zřejmě ;pocit , že by se měl chovat ;přívětivě , vyndal doutníky a nabídl je kolem . ;N-Z-J-V-P-V-V;N-Z:-J,-Vc-P7-Vp-V;7
pocit;N-V;Podstatné přitom je , že pochopení někoho jako myslícího tvora , to jest jako tvora , který má mysl a v ní myšlenky , ;"pocity , přání atd . , je výsledkem něčeho , čemu se dá říkat interpretace : cizí myšlenky či pocity nejsou něčím , co bychom přímo vnímali ; a soudíme - li , že někdo nějaké konkrétní myšlenky či pocity má , vycházíme přitom z všelijakých náznaků , z toho , jak se ten člověk chová ";, co říká , jak se tváří ap . ;N-Z-N-B-Z-Z-V-N-P-Z-P-P-V-V-N-Z-A-N-J-N-V-P-Z-P-V-D-V-Z-J-V-Z-J-Z-J-P-P-A-N-J-N-V-Z-V-D-R-P-N-Z-R-P-Z-D-P-P-N-V;N-Z:-NN-Bb-Z0-Z:-VB-NN-PZ-Z:-PQ-P7-VB-Vf-NN-Z:-AA-NN-J^-NN-VB-PZ-Z:-PQ-Vc-Dg-Vp-Z:-J^-VB-Z0-J,-Z:-J,-PZ-PZ-AA-NN-J^-NN-VB-Z:-VB-Db-RR-PZ-NN-Z:-RR-PD-Z:-Db-P7-PD-NN-V;56
pocit;N-V;Měl jsem ;pocit viny , že za to můžu , že jsem v děcáku , protože jsem se špatně choval ;. ;N-N-Z-J-R-P-V-Z-J-V-R-N-Z-J-V-P-D-V;N-NN-Z:-J,-RR-PD-VB-Z:-J,-VB-RR-NN-Z:-J,-VB-P7-Dg-V;18
pocit;N-V;V žádném případě nechci naházet všechny do jednoho pytle , ale mám ;pocit , že čím lépe se lidé mají , tím hůř se k sobě chovají ;. ;N-Z-J-P-D-P-N-V-Z-P-D-P-R-P-V;N-Z:-J,-PQ-Dg-P7-NN-VB-Z:-PD-Dg-P7-RR-P6-V;15
pocit;N-V;Zahleděl jsem se Daně do očí , abych zahnal narůstající ;pocit , že se bavím s cizím člověkem - s někým , kdo nejen vypadá jinak než ona , ale rozdílně se i chová ;. ;N-Z-J-P-V-R-A-N-Z-R-P-Z-P-D-V-D-J-P-Z-J-D-P-J-V;N-Z:-J,-P7-VB-RR-AA-NN-Z:-RR-PZ-Z:-PK-Db-VB-Db-J,-PP-Z:-J^-Dg-P7-J^-V;24
pocit;N-V;Co se ještě dá dělat * Kromě terapie , při níž si devianti navzájem sdělují své zážitky a ;"pocity , a hormonální léčby je možné pokusit se pacienta zneškodnit realizací deviantního chování v mezích zákona ; * s tímto postupem musí souhlasit jeho partner či partnerka a musí na této části léčby spolupracovat ; * na vytváření postupu tohoto chování se podílejí samotní devianti ; * např . u pedofila může fungovat , když jeho dospělá partnerka akceptuje , že se mu líbí osmileté holčičky , pomáhá rozvíjet jeho fantazii na toto téma , v soukromí mu ukáže svoje fotky z dětství , začne se chovat ";infantilně a převlékne se do šatů s dětskými motivy . ;N-Z-J-A-N-V-A-V-P-N-V-N-A-N-R-N-N-Z-Z-R-P-N-V-V-P-N-J-N-J-V-R-P-N-N-V-Z-Z-R-N-N-P-N-P-V-A-N-Z-Z-B-Z-R-N-V-V-Z-J-P-A-N-V-Z-J-P-P-V-A-N-Z-V-V-P-N-R-P-N-Z-R-N-P-V-P-N-R-N-Z-V-P-V;N-Z:-J^-AA-NN-VB-AA-Vf-P7-NN-Vf-NN-AA-NN-RR-NN-NN-Z:-Z:-RR-PD-NN-VB-Vf-PS-NN-J^-NN-J^-VB-RR-PD-NN-NN-Vf-Z:-Z:-RR-NN-NN-PD-NN-P7-VB-AA-NN-Z:-Z:-BT-Z0-RR-NN-VB-Vf-Z:-J,-PS-AA-NN-VB-Z:-J,-P7-PH-VB-AA-NN-Z:-VB-Vf-PS-NN-RR-PD-NN-Z:-RR-NN-PH-VB-P8-NN-RR-NN-Z:-VB-P7-V;88
pocit;N-V;A podsouvají svým partnerkám ;pocit , že přesně tak se chovaly ;. ;N-Z-J-D-D-P-V;N-Z:-J,-Dg-Db-P7-V;7
pocit;N-V;Neměla jste někdy ;pocit , že se k vám muži chovají ;s despektem ? ;N-Z-J-P-R-P-N-V;N-Z:-J,-P7-RR-PP-NN-V;8
pocit;N-V;Někdy mám ;pocit , že mi není dobře rozumět , anebo že jsem se nechovala ;přirozeně . ;N-Z-J-P-V-D-V-Z-J-J-V-P-V;N-Z:-J,-PH-VB-Dg-Vf-Z:-J^-J,-VB-P7-V;13
